"seqnames"	"start"	"end"	"width"	"strand"	"bases"	"gc"	"mappability"	"blacklist"	"residual"	"use"	"binIndex"
"1"	40000001	41000000	1000000	"*"	100	44.95	82.7243	0	0.00382375921160205	TRUE	"bin41"
"1"	41000001	42000000	1000000	"*"	100	46.445	88.5827	0	-0.00473672567484801	TRUE	"bin42"
"1"	42000001	43000000	1000000	"*"	100	43.4464	90.4312	0.0173	0.0320079577912906	TRUE	"bin43"
"1"	43000001	44000000	1000000	"*"	100	45.4821	85.7371	0.0581	-0.00791727459468117	TRUE	"bin44"
"1"	44000001	45000000	1000000	"*"	100	46.9327	90.0831	0	0.0123214030893006	TRUE	"bin45"
"1"	45000001	46000000	1000000	"*"	100	45.1592	80.093	0	0.0210813891554309	TRUE	"bin46"
"1"	46000001	47000000	1000000	"*"	100	45.1369	81.8946	0.0098	0.00978039828484145	TRUE	"bin47"
"1"	47000001	48000000	1000000	"*"	100	43.8481	77.3488	0	0.00321194391358559	TRUE	"bin48"
"1"	48000001	49000000	1000000	"*"	100	44.2325	88.7426	0	-0.0106689326328157	TRUE	"bin49"
"1"	49000001	50000000	1000000	"*"	100	39.9961	90.7663	0	0.00543104610882295	TRUE	"bin50"
"1"	50000001	51000000	1000000	"*"	100	39.493	85.9636	0	0.00660071097306769	TRUE	"bin51"
"1"	51000001	52000000	1000000	"*"	100	39.765	83.5996	0	-0.00835281884501998	TRUE	"bin52"
"1"	52000001	53000000	1000000	"*"	100	41.3492	84.4429	0	0.019138837637808	TRUE	"bin53"
"1"	53000001	54000000	1000000	"*"	100	46.1702	86.3413	0	-0.0171289329564449	TRUE	"bin54"
"1"	54000001	55000000	1000000	"*"	100	47.356	88.3929	0	0.00924650956933926	TRUE	"bin55"
"1"	55000001	56000000	1000000	"*"	100	45.1045	87.4129	0	0.00551478056972143	TRUE	"bin56"
"1"	56000001	57000000	1000000	"*"	100	40.3637	91.3784	0	0.0071652620942072	TRUE	"bin57"
"1"	57000001	58000000	1000000	"*"	100	40.4398	93.807	0	-0.00217157916720406	TRUE	"bin58"
"1"	58000001	59000000	1000000	"*"	100	40.9237	90.4296	0.0063	0.0218970624606661	TRUE	"bin59"
"1"	59000001	60000000	1000000	"*"	100	41.4909	90.9713	0	0.0318425583195554	TRUE	"bin60"
"1"	60000001	61000000	1000000	"*"	100	38.4905	88.9769	0	0.0399748039412566	TRUE	"bin61"
"1"	61000001	62000000	1000000	"*"	100	39.7585	92.154	0	-0.00303855658109398	TRUE	"bin62"
"1"	62000001	63000000	1000000	"*"	100	41.6299	84.0304	0	-0.0277515424513133	TRUE	"bin63"
"1"	63000001	64000000	1000000	"*"	100	38.9097	87.4828	0	-0.00867639208118964	TRUE	"bin64"
"1"	64000001	65000000	1000000	"*"	100	41.0554	90.8959	0	-0.00778102933625208	TRUE	"bin65"
"1"	65000001	66000000	1000000	"*"	100	40.7677	89.5792	0.0024	-0.0132705941739426	TRUE	"bin66"
"1"	66000001	67000000	1000000	"*"	100	37.7587	86.8689	0	0.059787369277093	TRUE	"bin67"
"1"	67000001	68000000	1000000	"*"	100	38.9603	87.402	0	0.0305582592121582	TRUE	"bin68"
"1"	68000001	69000000	1000000	"*"	100	40.4482	90.5815	0.0711	-0.00384644499871295	TRUE	"bin69"
"1"	69000001	70000000	1000000	"*"	100	37.1276	87.3949	0	0.00207144768545775	TRUE	"bin70"
"1"	70000001	71000000	1000000	"*"	100	36.5388	88.9032	0	-0.00688673987112304	TRUE	"bin71"
"1"	71000001	72000000	1000000	"*"	100	37.2573	89.0108	0	0.0115971478633418	TRUE	"bin72"
"1"	72000001	73000000	1000000	"*"	100	34.9062	93.211	0	-0.0195931672141437	TRUE	"bin73"
"1"	73000001	74000000	1000000	"*"	100	34.9743	91.0241	0	-0.0114451945635732	TRUE	"bin74"
"1"	74000001	75000000	1000000	"*"	100	35.6822	91.7168	0	-0.00696654404181818	TRUE	"bin75"
"1"	75000001	76000000	1000000	"*"	100	37.2938	87.6177	0	0.00416252401238792	TRUE	"bin76"
"1"	76000001	77000000	1000000	"*"	100	38.5082	87.7924	0.0134	-0.0187824397285102	TRUE	"bin77"
"1"	77000001	78000000	1000000	"*"	100	38.4947	90.2334	0	0.0279782626485522	TRUE	"bin78"
"1"	78000001	79000000	1000000	"*"	100	38.6428	85.4873	0	0.0114818233168873	TRUE	"bin79"
"1"	79000001	80000000	1000000	"*"	100	35.8592	90.7599	0	0.0179805328507214	TRUE	"bin80"
"1"	80000001	81000000	1000000	"*"	100	35.3428	89.0989	0	0.0133520384058072	TRUE	"bin81"
"1"	81000001	82000000	1000000	"*"	100	36.0031	92.4702	0	0.00347096616001707	TRUE	"bin82"
"1"	82000001	83000000	1000000	"*"	100	36.8016	91.7005	0.0215	-0.0195353303818875	TRUE	"bin83"
"1"	83000001	84000000	1000000	"*"	100	36.4036	77.9464	0	NA	TRUE	"bin84"
"1"	84000001	85000000	1000000	"*"	100	37.7918	92.2043	0	0.0100738497028842	TRUE	"bin85"
"1"	85000001	86000000	1000000	"*"	100	39.9552	90.6222	0	0.0166747843611109	TRUE	"bin86"
"1"	86000001	87000000	1000000	"*"	100	37.7571	86.4725	0	0.0210125772604012	TRUE	"bin87"
"1"	87000001	88000000	1000000	"*"	100	39.4708	86.4601	0	0.0172417532906032	TRUE	"bin88"
"1"	88000001	89000000	1000000	"*"	100	37.7171	94.4186	0	0.0348806004394682	TRUE	"bin89"
"1"	89000001	90000000	1000000	"*"	100	38.6802	82.8339	0	0.0179107171735137	TRUE	"bin90"
"1"	90000001	91000000	1000000	"*"	100	39.2425	89.3372	0	0.0488017141465499	TRUE	"bin91"
"1"	91000001	92000000	1000000	"*"	100	39.2492	84.3632	0.0362	0.00208177710097091	TRUE	"bin92"
"1"	92000001	93000000	1000000	"*"	100	40.808	84.9652	0.0075	-0.00936281871864547	TRUE	"bin93"
"1"	93000001	94000000	1000000	"*"	100	38.8838	83.3365	0	0.0110913052660003	TRUE	"bin94"
"1"	94000001	95000000	1000000	"*"	100	41.8095	87.6836	0	0.00785084458227969	TRUE	"bin95"
"1"	95000001	96000000	1000000	"*"	100	40.8688	89.5477	0	-0.0257567243122146	TRUE	"bin96"
"1"	96000001	97000000	1000000	"*"	100	37.1977	89.9367	0	-0.0108771396005326	TRUE	"bin97"
"1"	97000001	98000000	1000000	"*"	100	36.6373	89.9127	0	-0.000171637363728439	TRUE	"bin98"
"1"	98000001	99000000	1000000	"*"	100	35.2919	94.3365	0	0.0476105808376917	TRUE	"bin99"
"1"	99000001	100000000	1000000	"*"	100	36.9112	88.1685	0	0.0140939852591293	TRUE	"bin100"
"1"	100000001	101000000	1000000	"*"	100	38.4278	89.0117	0.0153	0.0202383541254497	TRUE	"bin101"
"1"	101000001	102000000	1000000	"*"	100	38.2957	87.8874	0	0.0542636664702517	TRUE	"bin102"
"1"	102000001	103000000	1000000	"*"	100	35.0853	90.6791	0	0.0572862485289193	TRUE	"bin103"
"1"	103000001	104000000	1000000	"*"	95	34.7677894736842	81.3496	0.0245	-0.0349842400790567	TRUE	"bin104"
"1"	104000001	105000000	1000000	"*"	100	35.1573	79.9227	1.3989	-0.00666607776046052	TRUE	"bin105"
"1"	105000001	106000000	1000000	"*"	100	34.5639	87.9944	0	-0.0332696892106143	TRUE	"bin106"
"1"	106000001	107000000	1000000	"*"	100	34.7466	89.8374	0	-0.0259627493287871	TRUE	"bin107"
"1"	107000001	108000000	1000000	"*"	100	36.527	93.0491	0	-0.00057147272160607	TRUE	"bin108"
"1"	108000001	109000000	1000000	"*"	100	38.9752	80.4091	0.0757	-0.0250244931930915	TRUE	"bin109"
"1"	109000001	110000000	1000000	"*"	100	42.6751	83.6144	0.0113	-0.0187565710557016	TRUE	"bin110"
"1"	110000001	111000000	1000000	"*"	100	47.0404	89.2811	0.0224	0.00996975467925276	TRUE	"bin111"
"1"	111000001	112000000	1000000	"*"	100	41.2394	89.2844	0	0.0259980917690072	TRUE	"bin112"
"1"	112000001	113000000	1000000	"*"	100	43.3342	90.5474	0	0.0350770606750358	TRUE	"bin113"
"1"	113000001	114000000	1000000	"*"	100	42.7321	81.8504	0	-0.00182611276810712	TRUE	"bin114"
"1"	114000001	115000000	1000000	"*"	100	40.8191	86.3113	0	0.0121837144884067	TRUE	"bin115"
"1"	115000001	116000000	1000000	"*"	100	39.9831	88.5617	0	-0.0213292527425877	TRUE	"bin116"
"1"	116000001	117000000	1000000	"*"	100	41.7606	90.5101	0	-0.00774341003344092	TRUE	"bin117"
"1"	117000001	118000000	1000000	"*"	100	42.6198	85.8765	0	0.00535207636890034	TRUE	"bin118"
"1"	118000001	119000000	1000000	"*"	100	39.1719	90.2176	0	0.0094630316583022	TRUE	"bin119"
"1"	119000001	120000000	1000000	"*"	100	39.4212	85.3461	0	0.0202541616730247	TRUE	"bin120"
"1"	120000001	121000000	1000000	"*"	88.6695	41.8407682461275	67.6159	0.0242	NA	TRUE	"bin121"
"1"	121000001	122000000	1000000	"*"	39.8739	39.9316344776909	38.8902	13.5585	NA	TRUE	"bin122"
"1"	142000001	143000000	1000000	"*"	38.2327	39.5289895822163	20.9332	1.1259	NA	TRUE	"bin123"
"1"	143000001	144000000	1000000	"*"	63.2239	41.3003626793032	23.4751	1.0803	NA	TRUE	"bin124"
"1"	144000001	145000000	1000000	"*"	70	41.436	35.156	0	NA	TRUE	"bin125"
"1"	145000001	146000000	1000000	"*"	95	42.5002105263158	58.9284	0.0484	NA	TRUE	"bin126"
"1"	146000001	147000000	1000000	"*"	90	41.3115555555556	54.0639	0	0.0495601631262973	TRUE	"bin127"
"1"	147000001	148000000	1000000	"*"	100	42.2509	57.6842	0.0057	NA	TRUE	"bin128"
"1"	148000001	149000000	1000000	"*"	60.446	40.7830129371671	18.9714	0.0563	NA	TRUE	"bin129"
"1"	149000001	150000000	1000000	"*"	94.554	42.7265900966643	48.0457	0.2646	NA	TRUE	"bin130"
"1"	150000001	151000000	1000000	"*"	100	43.8066	78.5777	0.0091	-0.000168352782338899	TRUE	"bin131"
"1"	151000001	152000000	1000000	"*"	100	45.6599	83.11	0	0.00722800678558055	TRUE	"bin132"
"1"	152000001	153000000	1000000	"*"	100	41.4099	85.8578	0	-0.00533679659394387	TRUE	"bin133"
"1"	153000001	154000000	1000000	"*"	100	45.5255	83.4438	0	0.00470900217301129	TRUE	"bin134"
"1"	154000001	155000000	1000000	"*"	100	47.0134	83.0779	0	0.0205399256049615	TRUE	"bin135"
"1"	155000001	156000000	1000000	"*"	100	46.9545	76.6893	0	-0.0225033155898274	TRUE	"bin136"
"1"	156000001	157000000	1000000	"*"	100	50.4268	87.0037	0.0543	0.0313496872335752	TRUE	"bin137"
"1"	157000001	158000000	1000000	"*"	100	42.3084	86.9491	0.0075	-0.00736034390789791	TRUE	"bin138"
"1"	158000001	159000000	1000000	"*"	100	38.9084	86.3457	0	0.00422167595708212	TRUE	"bin139"
"1"	159000001	160000000	1000000	"*"	100	41.069	87.677	0	0.0171286424198889	TRUE	"bin140"
"1"	160000001	161000000	1000000	"*"	100	44.1275	85.0368	0	0.0458367583404132	TRUE	"bin141"
"1"	161000001	162000000	1000000	"*"	100	44.5826	77.6093	0	-0.0349594708439654	TRUE	"bin142"
"1"	162000001	163000000	1000000	"*"	100	41.0917	88.7004	0	0.00894790889744623	TRUE	"bin143"
"1"	163000001	164000000	1000000	"*"	100	37.6093	90.7614	0	-0.00738404034061324	TRUE	"bin144"
"1"	164000001	165000000	1000000	"*"	100	39.4336	90.2614	0	-0.0030896706611318	TRUE	"bin145"
"1"	165000001	166000000	1000000	"*"	100	42.1932	90.0915	0	0.013853048854675	TRUE	"bin146"
"1"	166000001	167000000	1000000	"*"	100	40.1974	85.7921	0.0063	0.0042816650535884	TRUE	"bin147"
"1"	167000001	168000000	1000000	"*"	100	41.8088	89.7919	0	0.0047056400896236	TRUE	"bin148"
"1"	168000001	169000000	1000000	"*"	100	40.5309	88.684	0.0143	0.0225196759315547	TRUE	"bin149"
"1"	169000001	170000000	1000000	"*"	100	38.0362	88.411	0.0229	0.0376497064516839	TRUE	"bin150"
"1"	170000001	171000000	1000000	"*"	100	37.8515	86.8513	0	0.0160408033241902	TRUE	"bin151"
"1"	171000001	172000000	1000000	"*"	100	39.7487	86.0228	0	-0.0091258333797592	TRUE	"bin152"
"1"	172000001	173000000	1000000	"*"	100	38.1497	88.731	0	0.0524779544862157	TRUE	"bin153"
"1"	173000001	174000000	1000000	"*"	100	39.5673	81.7154	0.0161	0.0285198748244526	TRUE	"bin154"
"1"	174000001	175000000	1000000	"*"	100	38.3066	81.8632	0	0.0374536636039074	TRUE	"bin155"
"1"	175000001	176000000	1000000	"*"	100	42.8835	91.5425	0	0.0282860212374513	TRUE	"bin156"
"1"	176000001	177000000	1000000	"*"	100	39.241	90.5647	0	-0.0084732578511249	TRUE	"bin157"
"1"	177000001	178000000	1000000	"*"	100	40.7004	90.3366	0	0.0112949465204173	TRUE	"bin158"
"1"	178000001	179000000	1000000	"*"	100	39.864	87.1608	0	-0.00481935403424683	TRUE	"bin159"
"1"	179000001	180000000	1000000	"*"	100	40.8026	82.9159	0	-0.00459225134680569	TRUE	"bin160"
"1"	180000001	181000000	1000000	"*"	100	41.1509	88.5174	0	-0.0173050894505027	TRUE	"bin161"
"1"	181000001	182000000	1000000	"*"	100	43.3382	89.2215	0	0.0427269017785959	TRUE	"bin162"
"1"	182000001	183000000	1000000	"*"	100	41.9301	89.1557	0.005	0.0187334460154847	TRUE	"bin163"
"1"	183000001	184000000	1000000	"*"	100	41.1391	89.7775	0	0.039670723301932	TRUE	"bin164"
"1"	184000001	185000000	1000000	"*"	100	39.8936	89.4222	0	0.0333157492192738	TRUE	"bin165"
"1"	185000001	186000000	1000000	"*"	100	37.7092	88.1046	0	0.0213786862219625	TRUE	"bin166"
"1"	186000001	187000000	1000000	"*"	100	36.7066	89.5129	0	0.00701943175207109	TRUE	"bin167"
"1"	187000001	188000000	1000000	"*"	100	35.7133	89.6398	0	-0.0112195676307804	TRUE	"bin168"
"1"	188000001	189000000	1000000	"*"	100	34.2571	91.7619	0	-0.005095522791908	TRUE	"bin169"
"1"	189000001	190000000	1000000	"*"	100	33.983	90.2051	0	-0.000745234120181626	TRUE	"bin170"
"1"	190000001	191000000	1000000	"*"	100	33.6441	93.8011	0	0.0064565633481054	TRUE	"bin171"
"1"	191000001	192000000	1000000	"*"	100	34.3076	91.1355	0	0.0355765064754471	TRUE	"bin172"
"1"	192000001	193000000	1000000	"*"	100	36.2486	90.4368	0	0.0707706129405997	TRUE	"bin173"
"1"	193000001	194000000	1000000	"*"	100	36.4908	90.1066	0	0.0366309298446074	TRUE	"bin174"
"1"	194000001	195000000	1000000	"*"	100	34.4261	91.0932	0	0.0132065438637057	TRUE	"bin175"
"1"	195000001	196000000	1000000	"*"	100	34.207	91.5976	0	0.000576042718157588	TRUE	"bin176"
"1"	196000001	197000000	1000000	"*"	100	34.9261	85.0368	0	-0.0305093023605501	TRUE	"bin177"
"1"	197000001	198000000	1000000	"*"	100	36.289	90.1722	0	0.0230952465404334	TRUE	"bin178"
"1"	198000001	199000000	1000000	"*"	100	35.8997	92.8504	0	0.0591249980740849	TRUE	"bin179"
"1"	199000001	200000000	1000000	"*"	100	37.2443	88.5868	0	0.0165158611070416	TRUE	"bin180"
"1"	200000001	201000000	1000000	"*"	100	42.1856	87.2133	0.0134	-0.00256086200516747	TRUE	"bin181"
"1"	201000001	202000000	1000000	"*"	100	48.7769	90.474	0.2538	0.0426251091316767	TRUE	"bin182"
"1"	202000001	203000000	1000000	"*"	100	45.5461	78.8183	0	-0.0157620886630725	TRUE	"bin183"
"1"	203000001	204000000	1000000	"*"	100	46.4077	86.0599	0	0.0224202923874998	TRUE	"bin184"
"1"	204000001	205000000	1000000	"*"	100	47.7656	92.0083	0	0.033510565858762	TRUE	"bin185"
"1"	205000001	206000000	1000000	"*"	92.2707	47.0749652923409	86.1073	0	0.00906935768231487	TRUE	"bin186"
"1"	206000001	207000000	1000000	"*"	77.7293	44.8143750168855	75.8265	0	-0.00924836118607048	TRUE	"bin187"
"1"	207000001	208000000	1000000	"*"	100	40.6088	84.7176	0	0.0060089210152009	TRUE	"bin188"
"1"	208000001	209000000	1000000	"*"	100	43.182	94.5997	0	0.0197697146238398	TRUE	"bin189"
"1"	209000001	210000000	1000000	"*"	100	42.0552	92.4315	0.0073	0.0189705308525543	TRUE	"bin190"
"1"	210000001	211000000	1000000	"*"	100	41.1359	89.7633	0.0173	-0.013385978257519	TRUE	"bin191"
"1"	211000001	212000000	1000000	"*"	100	41.8297	82.1477	0.0247	0.0223572188301735	TRUE	"bin192"
"1"	212000001	213000000	1000000	"*"	100	42.6893	86.4741	0	0.0275224143830494	TRUE	"bin193"
"1"	213000001	214000000	1000000	"*"	100	41.2866	87.1747	0	0.0340207252912978	TRUE	"bin194"
"1"	214000001	215000000	1000000	"*"	100	40.6566	91.9561	0	0.00156216930254172	TRUE	"bin195"
"1"	215000001	216000000	1000000	"*"	100	37.2266	91.2279	0	0.00390920607061152	TRUE	"bin196"
"1"	216000001	217000000	1000000	"*"	100	36.3051	93.6164	0	0.00894654026507113	TRUE	"bin197"
"1"	217000001	218000000	1000000	"*"	100	37.7555	92.2147	0	-0.0200446594410535	TRUE	"bin198"
"1"	218000001	219000000	1000000	"*"	100	38.5535	90.9768	0	-0.0228163797219914	TRUE	"bin199"
"1"	219000001	220000000	1000000	"*"	100	37.7551	91.9359	0	0.00371163718423861	TRUE	"bin200"
"1"	220000001	221000000	1000000	"*"	100	40.0435	86.2536	0.0036	-0.00710592157669293	TRUE	"bin201"
"1"	221000001	222000000	1000000	"*"	100	38.9738	92.2204	0	0.0310358755184404	TRUE	"bin202"
"1"	222000001	223000000	1000000	"*"	100	40.6775	85.5614	0.0111	0.016454195982708	TRUE	"bin203"
"1"	223000001	224000000	1000000	"*"	95	43.8788421052632	86.5948	0.0102	-0.0137866408030032	TRUE	"bin204"
"1"	224000001	225000000	1000000	"*"	100	42.743	75.3665	0.487	0.0528292277969161	TRUE	"bin205"
"1"	225000001	226000000	1000000	"*"	100	40.1168	82.0613	0	0.00118180786662347	TRUE	"bin206"
"1"	226000001	227000000	1000000	"*"	100	46.7329	86.0704	0	0.00869170173445788	TRUE	"bin207"
"1"	227000001	228000000	1000000	"*"	100	42.31	85.2556	0.0081	-0.0379574219415639	TRUE	"bin208"
"1"	228000001	229000000	1000000	"*"	100	50.0766	85.3165	0	-0.0232528324014982	TRUE	"bin209"
"1"	229000001	230000000	1000000	"*"	100	44.0307	88.9142	0	-0.00800814503383918	TRUE	"bin210"
"1"	230000001	231000000	1000000	"*"	100	44.5584	91.7384	0	-0.0028404498018737	TRUE	"bin211"
"1"	231000001	232000000	1000000	"*"	100	42.3873	88.0526	0.0193	-0.0142408907918416	TRUE	"bin212"
"1"	232000001	233000000	1000000	"*"	100	41.6348	90.6541	0	-0.00741347146034776	TRUE	"bin213"
"1"	233000001	234000000	1000000	"*"	100	40.6617	90.8095	0.0049	-0.0104106275514048	TRUE	"bin214"
"1"	234000001	235000000	1000000	"*"	100	42.9106	89.1776	0	0.032417220149113	TRUE	"bin215"
"1"	235000001	236000000	1000000	"*"	95	42.7646315789474	84.2862	0	0.00791960889313437	TRUE	"bin216"
"1"	236000001	237000000	1000000	"*"	100	42.9946	85.2652	0.0455	0.000103864667722275	TRUE	"bin217"
"1"	237000001	238000000	1000000	"*"	100	39.3258	89.6088	0.0456	-0.0144011791091053	TRUE	"bin218"
"1"	238000001	239000000	1000000	"*"	100	37.6128	90.7286	0.5856	-0.0527661476736414	TRUE	"bin219"
"1"	239000001	240000000	1000000	"*"	100	37.4148	91.0326	0	-0.0214348928305114	TRUE	"bin220"
"1"	240000001	241000000	1000000	"*"	100	40.1745	89.0299	0	-0.0562006619712903	TRUE	"bin221"
"1"	241000001	242000000	1000000	"*"	100	39.0642	90.4853	0	0.00371117435012258	TRUE	"bin222"
"1"	242000001	243000000	1000000	"*"	100	40.9312	79.656	0.0131	-0.0436472849777317	TRUE	"bin223"
"1"	243000001	244000000	1000000	"*"	100	39.2308	72.2536	0	0.0160139460335786	TRUE	"bin224"
"1"	244000001	245000000	1000000	"*"	100	42.3725	87.4672	0	-0.00835855207253361	TRUE	"bin225"
"1"	245000001	246000000	1000000	"*"	100	43.8585	86.8561	0	-0.00366171015399031	TRUE	"bin226"
"1"	246000001	247000000	1000000	"*"	100	41.6345	86.3917	0	-0.0103245722767268	TRUE	"bin227"
"1"	247000001	248000000	1000000	"*"	100	41.28	82.7278	0.088	-0.0488019886161939	TRUE	"bin228"
"1"	248000001	249000000	1000000	"*"	90.821	38.2388434392927	73.6044	0	NA	TRUE	"bin229"
"1"	249000001	249250621	250621	"*"	18.2411	45.01153987424	76.4558	0.689487313513233	0.0434334297152114	TRUE	"bin230"
"2"	1	1000000	1000000	"*"	99	44.0672727272727	90.1134	0.2682	-0.0672209487922653	TRUE	"bin231"
"2"	1000001	2000000	1000000	"*"	100	46.7577	88.0193	0	-0.0676959464932723	TRUE	"bin232"
"2"	2000001	3000000	1000000	"*"	100	44.3486	92.1532	0	-0.0441300612304024	TRUE	"bin233"
"2"	3000001	4000000	1000000	"*"	95	46.6976842105263	88.2004	0	-0.0158433586503964	TRUE	"bin234"
"2"	4000001	5000000	1000000	"*"	100	38.6735	91.148	0	-0.0303221395445466	TRUE	"bin235"
"2"	5000001	6000000	1000000	"*"	90	40.0872222222222	91.5327	0.0047	-0.0598619205659354	TRUE	"bin236"
"2"	6000001	7000000	1000000	"*"	100	40.0366	93.9643	0	-0.00753681591612348	TRUE	"bin237"
"2"	7000001	8000000	1000000	"*"	100	41.1368	93.9499	0	0.00474999492921002	TRUE	"bin238"
"2"	8000001	9000000	1000000	"*"	100	43.8733	93.9381	0	0.00361317611163015	TRUE	"bin239"
"2"	9000001	10000000	1000000	"*"	100	44.7306	87.7926	0	-0.00162973484821993	TRUE	"bin240"
"2"	10000001	11000000	1000000	"*"	100	48.0557	87.6016	0	-0.0288133050009248	TRUE	"bin241"
"2"	11000001	12000000	1000000	"*"	100	45.2094	89.3576	0	-0.0083690177958734	TRUE	"bin242"
"2"	12000001	13000000	1000000	"*"	100	41.0123	92.0363	0	0.0201536489073265	TRUE	"bin243"
"2"	13000001	14000000	1000000	"*"	100	35.9448	88.8618	0	-0.00837454096365159	TRUE	"bin244"
"2"	14000001	15000000	1000000	"*"	100	37.3617	90.163	0	0.00767217755737726	TRUE	"bin245"
"2"	15000001	16000000	1000000	"*"	100	41.4704	92.0835	0	-0.0210069164934586	TRUE	"bin246"
"2"	16000001	17000000	1000000	"*"	95	43.258	91.2775	0.0051	-0.0142833321914959	TRUE	"bin247"
"2"	17000001	18000000	1000000	"*"	100	38.2073	91.6198	0	0.0205541368871274	TRUE	"bin248"
"2"	18000001	19000000	1000000	"*"	100	39.4245	89.868	0	0.0175323221065092	TRUE	"bin249"
"2"	19000001	20000000	1000000	"*"	100	40.5723	89.5409	0	-0.0233009907997776	TRUE	"bin250"
"2"	20000001	21000000	1000000	"*"	100	44.8733	90.7409	0	-0.0198776835607671	TRUE	"bin251"
